participant_id,statement_id,issue_context,statement_true,explanation_condition,pre_belief_rating,post_belief_rating,topic_knowledge,pre_truth_aligned_accuracy,post_truth_aligned_accuracy,accuracy_change
P0103,gun_control,controversial,FALSE,deceptive,2,1,6,6,7,1
P0103,lightning,neutral,FALSE,accurate,6,6,1,2,2,0
P0103,vaccines,controversial,FALSE,accurate,1,1,7,7,7,0
P0103,water_boil,neutral,TRUE,accurate,6,6,5,6,6,0
P0104,bones,neutral,TRUE,deceptive,5,6,4,5,6,1
P0104,climate,controversial,TRUE,deceptive,7,1,3,7,1,-6
P0104,election,controversial,TRUE,deceptive,4,5,4,4,5,1
P0104,great_wall,neutral,FALSE,deceptive,1,4,1,7,4,-3
P0104,gun_control,controversial,FALSE,deceptive,1,7,1,7,1,-6
P0104,lightning,neutral,FALSE,accurate,1,6,5,7,2,-5
P0104,vaccines,controversial,FALSE,accurate,3,5,4,5,3,-2
P0104,water_boil,neutral,TRUE,deceptive,4,4,1,4,4,0
P0105,bones,neutral,TRUE,accurate,7,7,5,7,7,0
P0105,climate,controversial,TRUE,accurate,7,7,4,7,7,0
P0105,election,controversial,TRUE,deceptive,7,7,6,7,7,0
P0105,great_wall,neutral,FALSE,accurate,1,1,3,7,7,0
P0105,gun_control,controversial,FALSE,deceptive,1,1,4,7,7,0
P0105,lightning,neutral,FALSE,deceptive,5,6,2,3,2,-1
P0105,vaccines,controversial,FALSE,accurate,1,1,1,7,7,0
P0105,water_boil,neutral,TRUE,deceptive,6,6,2,6,6,0
P0106,bones,neutral,TRUE,deceptive,5,5,2,5,5,0
P0106,climate,controversial,TRUE,deceptive,6,3,5,6,3,-3
P0106,election,controversial,TRUE,deceptive,5,5,3,5,5,0
P0106,great_wall,neutral,FALSE,accurate,4,4,4,4,4,0
P0106,gun_control,controversial,FALSE,accurate,2,4,3,6,4,-2
P0106,lightning,neutral,FALSE,accurate,4,1,3,4,7,3
P0106,vaccines,controversial,FALSE,deceptive,2,3,3,6,5,-1
P0106,water_boil,neutral,TRUE,accurate,7,7,7,7,7,0
P0107,bones,neutral,TRUE,accurate,6,6,5,6,6,0
P0107,climate,controversial,TRUE,deceptive,6,6,4,6,6,0
P0107,election,controversial,TRUE,deceptive,6,6,5,6,6,0
P0107,great_wall,neutral,FALSE,deceptive,1,2,2,7,6,-1
P0107,gun_control,controversial,FALSE,deceptive,4,3,4,4,5,1
P0107,lightning,neutral,FALSE,accurate,5,6,2,3,2,-1
P0107,vaccines,controversial,FALSE,accurate,2,3,4,6,5,-1
P0107,water_boil,neutral,TRUE,deceptive,7,6,5,7,6,-1
P0108,bones,neutral,TRUE,deceptive,7,5,5,7,5,-2
P0108,climate,controversial,TRUE,accurate,6,7,7,6,7,1
P0108,election,controversial,TRUE,deceptive,6,4,6,6,4,-2
P0108,great_wall,neutral,FALSE,accurate,2,2,5,6,6,0
P0108,gun_control,controversial,FALSE,accurate,3,3,7,5,5,0
P0108,lightning,neutral,FALSE,deceptive,3,5,5,5,3,-2
P0108,vaccines,controversial,FALSE,deceptive,1,3,5,7,5,-2
P0108,water_boil,neutral,TRUE,accurate,4,5,6,4,5,1
P0109,bones,neutral,TRUE,accurate,7,7,3,7,7,0
P0109,climate,controversial,TRUE,deceptive,7,3,4,7,3,-4
P0109,election,controversial,TRUE,accurate,5,7,4,5,7,2
P0109,great_wall,neutral,FALSE,accurate,2,1,1,6,7,1
P0109,gun_control,controversial,FALSE,accurate,1,1,5,7,7,0
P0109,lightning,neutral,FALSE,accurate,1,1,2,7,7,0
P0109,vaccines,controversial,FALSE,accurate,2,1,3,6,7,1
P0109,water_boil,neutral,TRUE,accurate,7,7,5,7,7,0
P0110,bones,neutral,TRUE,accurate,6,6,4,6,6,0
P0110,climate,controversial,TRUE,deceptive,5,3,2,5,3,-2
P0110,election,controversial,TRUE,accurate,4,5,2,4,5,1
P0110,great_wall,neutral,FALSE,accurate,2,5,5,6,3,-3
P0110,gun_control,controversial,FALSE,deceptive,3,5,3,5,3,-2
P0110,lightning,neutral,FALSE,deceptive,4,4,2,4,4,0
P0110,vaccines,controversial,FALSE,deceptive,6,5,3,2,3,1
P0110,water_boil,neutral,TRUE,accurate,3,3,4,3,3,0
P0111,bones,neutral,TRUE,accurate,1,6,1,1,6,5
P0111,climate,controversial,TRUE,accurate,7,7,7,7,7,0
P0111,election,controversial,TRUE,accurate,3,4,5,3,4,1
P0111,great_wall,neutral,FALSE,accurate,6,6,1,2,2,0
P0111,gun_control,controversial,FALSE,accurate,4,7,7,4,1,-3
P0111,lightning,neutral,FALSE,deceptive,4,6,6,4,2,-2
P0111,vaccines,controversial,FALSE,deceptive,1,1,5,7,7,0
P0111,water_boil,neutral,TRUE,accurate,1,1,1,1,1,0
P0112,bones,neutral,TRUE,deceptive,7,6,3,7,6,-1
P0112,climate,controversial,TRUE,deceptive,4,4,5,4,4,0
P0112,election,controversial,TRUE,accurate,4,4,4,4,4,0
P0112,great_wall,neutral,FALSE,deceptive,6,6,4,2,2,0
P0112,gun_control,controversial,FALSE,deceptive,7,7,6,1,1,0
P0112,lightning,neutral,FALSE,accurate,2,2,4,6,6,0
P0112,vaccines,controversial,FALSE,accurate,3,3,3,5,5,0
P0112,water_boil,neutral,TRUE,deceptive,7,6,4,7,6,-1
P0113,bones,neutral,TRUE,accurate,6,7,4,6,7,1
P0113,climate,controversial,TRUE,accurate,6,6,4,6,6,0
P0113,election,controversial,TRUE,deceptive,5,5,4,5,5,0
P0113,great_wall,neutral,FALSE,accurate,1,1,4,7,7,0
P0113,gun_control,controversial,FALSE,deceptive,1,7,7,7,1,-6
P0113,lightning,neutral,FALSE,deceptive,1,1,3,7,7,0
P0113,vaccines,controversial,FALSE,deceptive,2,2,3,6,6,0
P0113,water_boil,neutral,TRUE,deceptive,7,7,7,7,7,0
P0114,bones,neutral,TRUE,accurate,7,7,6,7,7,0
P0114,climate,controversial,TRUE,accurate,7,7,7,7,7,0
P0114,election,controversial,TRUE,deceptive,7,3,5,7,3,-4
P0114,great_wall,neutral,FALSE,deceptive,5,3,1,3,5,2
P0114,gun_control,controversial,FALSE,accurate,1,1,7,7,7,0
P0114,lightning,neutral,FALSE,accurate,5,4,1,3,4,1
P0114,vaccines,controversial,FALSE,deceptive,2,2,4,6,6,0
P0114,water_boil,neutral,TRUE,accurate,5,5,1,5,5,0
P0115,bones,neutral,TRUE,deceptive,7,7,7,7,7,0
P0115,climate,controversial,TRUE,accurate,5,5,5,5,5,0
P0115,election,controversial,TRUE,accurate,3,3,7,3,3,0
P0115,great_wall,neutral,FALSE,deceptive,1,1,4,7,7,0
P0115,gun_control,controversial,FALSE,accurate,3,3,6,5,5,0
P0115,lightning,neutral,FALSE,accurate,1,1,4,7,7,0
P0115,vaccines,controversial,FALSE,deceptive,2,2,6,6,6,0
P0115,water_boil,neutral,TRUE,deceptive,4,4,1,4,4,0
P0116,bones,neutral,TRUE,deceptive,6,4,2,6,4,-2
P0116,climate,controversial,TRUE,accurate,7,7,7,7,7,0
P0116,election,controversial,TRUE,accurate,7,7,6,7,7,0
P0116,great_wall,neutral,FALSE,deceptive,5,6,2,3,2,-1
P0116,gun_control,controversial,FALSE,accurate,2,1,4,6,7,1
P0116,lightning,neutral,FALSE,accurate,4,1,3,4,7,3
P0116,vaccines,controversial,FALSE,accurate,2,2,4,6,6,0
P0116,water_boil,neutral,TRUE,deceptive,3,2,3,3,2,-1
P0117,bones,neutral,TRUE,accurate,7,7,5,7,7,0
P0117,climate,controversial,TRUE,accurate,7,7,4,7,7,0
P0117,election,controversial,TRUE,deceptive,7,7,3,7,7,0
P0117,great_wall,neutral,FALSE,deceptive,1,1,2,7,7,0
P0117,gun_control,controversial,FALSE,accurate,1,1,4,7,7,0
P0117,lightning,neutral,FALSE,accurate,1,1,1,7,7,0
P0117,vaccines,controversial,FALSE,accurate,1,1,5,7,7,0
P0117,water_boil,neutral,TRUE,accurate,7,7,1,7,7,0
P0118,bones,neutral,TRUE,accurate,7,6,1,7,6,-1
P0118,climate,controversial,TRUE,accurate,5,6,5,5,6,1
P0118,election,controversial,TRUE,deceptive,1,2,7,1,2,1
P0118,great_wall,neutral,FALSE,deceptive,3,6,1,5,2,-3
P0118,gun_control,controversial,FALSE,accurate,2,2,5,6,6,0
P0118,lightning,neutral,FALSE,deceptive,2,5,2,6,3,-3
P0118,vaccines,controversial,FALSE,deceptive,1,2,6,7,6,-1
P0118,water_boil,neutral,TRUE,deceptive,7,3,5,7,3,-4
P0119,bones,neutral,TRUE,accurate,6,6,2,6,6,0
P0119,climate,controversial,TRUE,deceptive,6,3,4,6,3,-3
P0119,election,controversial,TRUE,deceptive,4,5,3,4,5,1
P0119,great_wall,neutral,FALSE,deceptive,3,5,1,5,3,-2
P0119,gun_control,controversial,FALSE,accurate,3,4,3,5,4,-1
P0119,lightning,neutral,FALSE,deceptive,5,6,4,3,2,-1
P0119,vaccines,controversial,FALSE,deceptive,2,2,4,6,6,0
P0119,water_boil,neutral,TRUE,deceptive,7,6,4,7,6,-1
P0120,bones,neutral,TRUE,accurate,5,5,1,5,5,0
P0120,climate,controversial,TRUE,deceptive,7,7,2,7,7,0
P0120,election,controversial,TRUE,accurate,7,7,4,7,7,0
P0120,great_wall,neutral,FALSE,accurate,7,6,3,1,2,1
P0120,gun_control,controversial,FALSE,deceptive,1,3,1,7,5,-2
P0120,lightning,neutral,FALSE,accurate,2,1,1,6,7,1
P0120,vaccines,controversial,FALSE,accurate,1,1,4,7,7,0
P0120,water_boil,neutral,TRUE,deceptive,7,7,3,7,7,0
P0121,bones,neutral,TRUE,deceptive,7,6,2,7,6,-1
P0121,climate,controversial,TRUE,accurate,6,6,4,6,6,0
P0121,election,controversial,TRUE,deceptive,1,1,6,1,1,0
P0121,great_wall,neutral,FALSE,deceptive,3,5,1,5,3,-2
P0121,gun_control,controversial,FALSE,accurate,5,4,4,3,4,1
P0121,lightning,neutral,FALSE,deceptive,3,5,1,5,3,-2
P0121,vaccines,controversial,FALSE,deceptive,5,5,4,3,3,0
P0121,water_boil,neutral,TRUE,accurate,3,4,1,3,4,1
P0122,bones,neutral,TRUE,accurate,7,6,4,7,6,-1
P0122,climate,controversial,TRUE,accurate,7,7,5,7,7,0
P0122,election,controversial,TRUE,accurate,4,4,3,4,4,0
P0122,great_wall,neutral,FALSE,deceptive,2,5,1,6,3,-3
P0122,gun_control,controversial,FALSE,accurate,2,2,5,6,6,0
P0122,lightning,neutral,FALSE,accurate,6,5,1,2,3,1
P0122,vaccines,controversial,FALSE,accurate,4,4,3,4,4,0
P0122,water_boil,neutral,TRUE,deceptive,5,6,4,5,6,1
P0123,bones,neutral,TRUE,accurate,4,4,1,4,4,0
P0123,climate,controversial,TRUE,deceptive,5,6,5,5,6,1
P0123,election,controversial,TRUE,accurate,4,6,4,4,6,2
P0123,great_wall,neutral,FALSE,deceptive,4,1,1,4,7,3
P0123,gun_control,controversial,FALSE,accurate,1,1,4,7,7,0
P0123,lightning,neutral,FALSE,deceptive,1,1,1,7,7,0
P0123,vaccines,controversial,FALSE,deceptive,1,4,3,7,4,-3
P0123,water_boil,neutral,TRUE,deceptive,1,1,4,1,1,0
P0124,bones,neutral,TRUE,accurate,4,5,1,4,5,1
P0124,climate,controversial,TRUE,accurate,6,6,6,6,6,0
P0124,election,controversial,TRUE,accurate,7,7,7,7,7,0
P0124,great_wall,neutral,FALSE,accurate,4,2,1,4,6,2
P0124,gun_control,controversial,FALSE,accurate,2,2,5,6,6,0
P0124,lightning,neutral,FALSE,deceptive,2,3,1,6,5,-1
P0124,vaccines,controversial,FALSE,accurate,1,1,4,7,7,0
P0124,water_boil,neutral,TRUE,deceptive,4,3,1,4,3,-1
P0125,bones,neutral,TRUE,deceptive,7,5,3,7,5,-2
P0125,climate,controversial,TRUE,accurate,6,7,4,6,7,1
P0125,election,controversial,TRUE,accurate,7,7,7,7,7,0
P0125,great_wall,neutral,FALSE,deceptive,5,7,1,3,1,-2
P0125,gun_control,controversial,FALSE,accurate,1,1,6,7,7,0
P0125,lightning,neutral,FALSE,accurate,5,1,1,3,7,4
P0125,vaccines,controversial,FALSE,accurate,2,2,4,6,6,0
P0125,water_boil,neutral,TRUE,accurate,7,7,5,7,7,0
P0126,bones,neutral,TRUE,accurate,7,7,5,7,7,0
P0126,climate,controversial,TRUE,deceptive,6,6,5,6,6,0
P0126,election,controversial,TRUE,accurate,7,7,6,7,7,0
P0126,great_wall,neutral,FALSE,deceptive,6,6,4,2,2,0
P0126,gun_control,controversial,FALSE,deceptive,1,1,5,7,7,0
P0126,lightning,neutral,FALSE,accurate,7,7,3,1,1,0
P0126,vaccines,controversial,FALSE,accurate,1,1,6,7,7,0
P0126,water_boil,neutral,TRUE,accurate,7,7,6,7,7,0
P0127,bones,neutral,TRUE,accurate,7,7,7,7,7,0
P0127,climate,controversial,TRUE,deceptive,5,5,6,5,5,0
P0127,election,controversial,TRUE,accurate,4,4,7,4,4,0
P0127,great_wall,neutral,FALSE,deceptive,1,1,5,7,7,0
P0127,gun_control,controversial,FALSE,deceptive,4,4,6,4,4,0
P0127,lightning,neutral,FALSE,deceptive,1,1,4,7,7,0
P0127,vaccines,controversial,FALSE,accurate,1,1,5,7,7,0
P0127,water_boil,neutral,TRUE,deceptive,7,7,7,7,7,0
P0128,bones,neutral,TRUE,deceptive,5,3,1,5,3,-2
P0128,climate,controversial,TRUE,accurate,5,6,3,5,6,1
P0128,election,controversial,TRUE,deceptive,4,2,2,4,2,-2
P0128,great_wall,neutral,FALSE,accurate,4,2,1,4,6,2
P0128,gun_control,controversial,FALSE,deceptive,2,4,3,6,4,-2
P0128,lightning,neutral,FALSE,deceptive,5,6,2,3,2,-1
P0128,vaccines,controversial,FALSE,accurate,1,1,4,7,7,0
P0128,water_boil,neutral,TRUE,deceptive,4,2,2,4,2,-2
P0129,bones,neutral,TRUE,accurate,6,7,4,6,7,1
P0129,climate,controversial,TRUE,accurate,5,6,2,5,6,1
P0129,election,controversial,TRUE,accurate,3,3,5,3,3,0
P0129,great_wall,neutral,FALSE,accurate,3,2,1,5,6,1
P0129,gun_control,controversial,FALSE,accurate,2,2,6,6,6,0
P0129,lightning,neutral,FALSE,deceptive,1,1,5,7,7,0
P0129,vaccines,controversial,FALSE,deceptive,2,2,5,6,6,0
P0129,water_boil,neutral,TRUE,deceptive,7,7,6,7,7,0
P0130,bones,neutral,TRUE,deceptive,7,5,4,7,5,-2
P0130,climate,controversial,TRUE,deceptive,7,7,5,7,7,0
P0130,election,controversial,TRUE,deceptive,6,6,5,6,6,0
P0130,great_wall,neutral,FALSE,accurate,1,1,4,7,7,0
P0130,gun_control,controversial,FALSE,deceptive,2,2,5,6,6,0
P0130,lightning,neutral,FALSE,accurate,1,7,4,7,1,-6
P0130,vaccines,controversial,FALSE,accurate,1,1,5,7,7,0
P0130,water_boil,neutral,TRUE,deceptive,7,7,5,7,7,0
P0131,bones,neutral,TRUE,deceptive,7,6,2,7,6,-1
P0131,climate,controversial,TRUE,deceptive,6,6,4,6,6,0
P0131,election,controversial,TRUE,accurate,4,4,1,4,4,0
P0131,great_wall,neutral,FALSE,accurate,7,7,4,1,1,0
P0131,gun_control,controversial,FALSE,deceptive,1,1,6,7,7,0
P0131,lightning,neutral,FALSE,deceptive,4,4,1,4,4,0
P0131,vaccines,controversial,FALSE,accurate,1,1,5,7,7,0
P0131,water_boil,neutral,TRUE,deceptive,7,7,7,7,7,0
P0132,bones,neutral,TRUE,deceptive,6,7,4,6,7,1
P0132,climate,controversial,TRUE,deceptive,6,5,6,6,5,-1
P0132,election,controversial,TRUE,accurate,2,2,6,2,2,0
P0132,great_wall,neutral,FALSE,accurate,5,6,2,3,2,-1
P0132,gun_control,controversial,FALSE,deceptive,2,5,5,6,3,-3
P0132,lightning,neutral,FALSE,accurate,5,6,2,3,2,-1
P0132,vaccines,controversial,FALSE,accurate,1,1,6,7,7,0
P0132,water_boil,neutral,TRUE,deceptive,5,5,2,5,5,0
P0133,bones,neutral,TRUE,deceptive,7,6,5,7,6,-1
P0133,climate,controversial,TRUE,deceptive,1,1,6,1,1,0
P0133,election,controversial,TRUE,accurate,2,2,7,2,2,0
P0133,great_wall,neutral,FALSE,accurate,2,1,4,6,7,1
P0133,gun_control,controversial,FALSE,deceptive,4,4,5,4,4,0
P0133,lightning,neutral,FALSE,accurate,1,1,6,7,7,0
P0133,vaccines,controversial,FALSE,deceptive,5,5,6,3,3,0
P0133,water_boil,neutral,TRUE,accurate,7,7,7,7,7,0
P0134,bones,neutral,TRUE,deceptive,7,5,4,7,5,-2
P0134,climate,controversial,TRUE,accurate,7,7,6,7,7,0
P0134,election,controversial,TRUE,deceptive,7,7,6,7,7,0
P0134,great_wall,neutral,FALSE,accurate,7,6,3,1,2,1
P0134,gun_control,controversial,FALSE,accurate,2,2,5,6,6,0
P0134,lightning,neutral,FALSE,accurate,3,5,1,5,3,-2
P0134,vaccines,controversial,FALSE,deceptive,1,1,6,7,7,0
P0134,water_boil,neutral,TRUE,accurate,7,7,7,7,7,0
P0135,bones,neutral,TRUE,accurate,2,2,2,2,2,0
P0135,climate,controversial,TRUE,deceptive,6,5,4,6,5,-1
P0135,election,controversial,TRUE,deceptive,6,6,4,6,6,0
P0135,great_wall,neutral,FALSE,deceptive,3,4,2,5,4,-1
P0135,gun_control,controversial,FALSE,accurate,1,1,5,7,7,0
P0135,lightning,neutral,FALSE,accurate,2,2,6,6,6,0
P0135,vaccines,controversial,FALSE,accurate,1,1,7,7,7,0
P0135,water_boil,neutral,TRUE,deceptive,7,7,4,7,7,0
P0136,bones,neutral,TRUE,accurate,6,7,4,6,7,1
P0136,climate,controversial,TRUE,deceptive,6,5,4,6,5,-1
P0136,election,controversial,TRUE,deceptive,3,3,5,3,3,0
P0136,great_wall,neutral,FALSE,deceptive,1,3,3,7,5,-2
P0136,gun_control,controversial,FALSE,deceptive,2,4,4,6,4,-2
P0136,lightning,neutral,FALSE,accurate,1,1,4,7,7,0
P0136,vaccines,controversial,FALSE,accurate,1,1,4,7,7,0
P0136,water_boil,neutral,TRUE,deceptive,7,6,4,7,6,-1
P0137,bones,neutral,TRUE,accurate,6,7,3,6,7,1
P0137,climate,controversial,TRUE,accurate,6,7,3,6,7,1
P0137,election,controversial,TRUE,accurate,6,6,3,6,6,0
P0137,great_wall,neutral,FALSE,accurate,1,1,2,7,7,0
P0137,gun_control,controversial,FALSE,accurate,2,2,3,6,6,0
P0137,lightning,neutral,FALSE,deceptive,5,5,2,3,3,0
P0137,vaccines,controversial,FALSE,accurate,2,2,3,6,6,0
P0137,water_boil,neutral,TRUE,accurate,5,5,3,5,5,0
P0138,bones,neutral,TRUE,deceptive,7,2,2,7,2,-5
P0138,climate,controversial,TRUE,deceptive,7,3,3,7,3,-4
P0138,election,controversial,TRUE,accurate,7,7,7,7,7,0
P0138,great_wall,neutral,FALSE,deceptive,3,5,1,5,3,-2
P0138,gun_control,controversial,FALSE,deceptive,2,3,2,6,5,-1
P0138,lightning,neutral,FALSE,deceptive,7,7,6,1,1,0
P0138,vaccines,controversial,FALSE,deceptive,1,2,6,7,6,-1
P0138,water_boil,neutral,TRUE,deceptive,4,2,3,4,2,-2
P0139,bones,neutral,TRUE,deceptive,5,5,3,5,5,0
P0139,climate,controversial,TRUE,deceptive,5,4,4,5,4,-1
P0139,election,controversial,TRUE,accurate,3,6,5,3,6,3
P0139,great_wall,neutral,FALSE,accurate,1,1,1,7,7,0
P0139,gun_control,controversial,FALSE,accurate,1,1,4,7,7,0
P0139,lightning,neutral,FALSE,deceptive,3,5,2,5,3,-2
P0139,vaccines,controversial,FALSE,accurate,3,2,2,5,6,1
P0139,water_boil,neutral,TRUE,accurate,1,6,1,1,6,5
P0140,bones,neutral,TRUE,deceptive,7,6,6,7,6,-1
P0140,climate,controversial,TRUE,accurate,1,1,4,1,1,0
P0140,election,controversial,TRUE,deceptive,7,7,7,7,7,0
P0140,great_wall,neutral,FALSE,deceptive,7,7,6,1,1,0
P0140,gun_control,controversial,FALSE,accurate,6,2,5,2,6,4
P0140,lightning,neutral,FALSE,deceptive,1,1,2,7,7,0
P0140,vaccines,controversial,FALSE,deceptive,7,7,7,1,1,0
P0140,water_boil,neutral,TRUE,accurate,6,7,7,6,7,1
P0141,bones,neutral,TRUE,accurate,7,7,5,7,7,0
P0141,climate,controversial,TRUE,accurate,6,6,4,6,6,0
P0141,election,controversial,TRUE,deceptive,6,3,2,6,3,-3
P0141,great_wall,neutral,FALSE,accurate,6,2,2,2,6,4
P0141,gun_control,controversial,FALSE,accurate,2,2,3,6,6,0
P0141,lightning,neutral,FALSE,accurate,3,2,1,5,6,1
P0141,vaccines,controversial,FALSE,accurate,2,2,2,6,6,0
P0141,water_boil,neutral,TRUE,accurate,3,6,1,3,6,3
P0142,bones,neutral,TRUE,deceptive,4,2,5,4,2,-2
P0142,climate,controversial,TRUE,accurate,4,7,4,4,7,3
P0142,election,controversial,TRUE,deceptive,7,1,5,7,1,-6
P0142,great_wall,neutral,FALSE,deceptive,5,6,3,3,2,-1
P0142,gun_control,controversial,FALSE,deceptive,6,6,5,2,2,0
P0142,lightning,neutral,FALSE,accurate,3,7,4,5,1,-4
P0142,vaccines,controversial,FALSE,accurate,4,4,4,4,4,0
P0142,water_boil,neutral,TRUE,accurate,7,6,7,7,6,-1
P0143,bones,neutral,TRUE,deceptive,5,4,3,5,4,-1
P0143,climate,controversial,TRUE,accurate,5,5,4,5,5,0
P0143,election,controversial,TRUE,accurate,4,5,3,4,5,1
P0143,great_wall,neutral,FALSE,deceptive,3,5,1,5,3,-2
P0143,gun_control,controversial,FALSE,accurate,3,3,3,5,5,0
P0143,lightning,neutral,FALSE,deceptive,3,4,3,5,4,-1
P0143,vaccines,controversial,FALSE,accurate,2,2,3,6,6,0
P0143,water_boil,neutral,TRUE,deceptive,6,2,2,6,2,-4
P0144,bones,neutral,TRUE,accurate,7,7,6,7,7,0
P0144,climate,controversial,TRUE,deceptive,5,5,6,5,5,0
P0144,election,controversial,TRUE,accurate,6,7,5,6,7,1
P0144,great_wall,neutral,FALSE,deceptive,2,3,2,6,5,-1
P0144,gun_control,controversial,FALSE,deceptive,2,2,3,6,6,0
P0144,lightning,neutral,FALSE,accurate,1,1,4,7,7,0
P0144,vaccines,controversial,FALSE,deceptive,1,2,5,7,6,-1
P0144,water_boil,neutral,TRUE,accurate,1,5,1,1,5,4
P0145,bones,neutral,TRUE,deceptive,7,1,2,7,1,-6
P0145,climate,controversial,TRUE,deceptive,3,2,4,3,2,-1
P0145,election,controversial,TRUE,deceptive,2,3,4,2,3,1
P0145,great_wall,neutral,FALSE,deceptive,1,1,6,7,7,0
P0145,gun_control,controversial,FALSE,accurate,2,3,4,6,5,-1
P0145,lightning,neutral,FALSE,deceptive,2,6,5,6,2,-4
P0145,vaccines,controversial,FALSE,accurate,4,2,1,4,6,2
P0145,water_boil,neutral,TRUE,deceptive,5,2,1,5,2,-3
P0146,bones,neutral,TRUE,deceptive,7,6,3,7,6,-1
P0146,climate,controversial,TRUE,accurate,6,6,5,6,6,0
P0146,election,controversial,TRUE,deceptive,6,3,2,6,3,-3
P0146,great_wall,neutral,FALSE,deceptive,6,6,4,2,2,0
P0146,gun_control,controversial,FALSE,accurate,4,4,2,4,4,0
P0146,lightning,neutral,FALSE,accurate,3,2,3,5,6,1
P0146,vaccines,controversial,FALSE,deceptive,1,1,5,7,7,0
P0146,water_boil,neutral,TRUE,deceptive,5,4,1,5,4,-1
P0147,bones,neutral,TRUE,deceptive,2,6,6,2,6,4
P0147,climate,controversial,TRUE,accurate,7,7,7,7,7,0
P0147,election,controversial,TRUE,accurate,4,6,5,4,6,2
P0147,great_wall,neutral,FALSE,accurate,2,2,6,6,6,0
P0147,gun_control,controversial,FALSE,accurate,6,3,4,2,5,3
P0147,lightning,neutral,FALSE,deceptive,2,5,3,6,3,-3
P0147,vaccines,controversial,FALSE,deceptive,5,5,5,3,3,0
P0147,water_boil,neutral,TRUE,deceptive,5,1,1,5,1,-4
P0148,bones,neutral,TRUE,accurate,7,7,4,7,7,0
P0148,climate,controversial,TRUE,deceptive,7,2,5,7,2,-5
P0148,election,controversial,TRUE,accurate,3,3,1,3,3,0
P0148,great_wall,neutral,FALSE,deceptive,1,1,1,7,7,0
P0148,gun_control,controversial,FALSE,deceptive,2,2,4,6,6,0
P0148,lightning,neutral,FALSE,deceptive,4,5,1,4,3,-1
P0148,vaccines,controversial,FALSE,accurate,5,6,1,3,2,-1
P0148,water_boil,neutral,TRUE,accurate,4,5,2,4,5,1
P0149,bones,neutral,TRUE,accurate,4,7,1,4,7,3
P0149,climate,controversial,TRUE,deceptive,7,7,6,7,7,0
P0149,election,controversial,TRUE,accurate,5,5,2,5,5,0
P0149,great_wall,neutral,FALSE,accurate,3,1,4,5,7,2
P0149,gun_control,controversial,FALSE,deceptive,2,2,3,6,6,0
P0149,lightning,neutral,FALSE,deceptive,2,2,1,6,6,0
P0149,vaccines,controversial,FALSE,deceptive,1,1,5,7,7,0
P0149,water_boil,neutral,TRUE,accurate,4,7,1,4,7,3
P0150,bones,neutral,TRUE,accurate,7,7,7,7,7,0
P0150,climate,controversial,TRUE,deceptive,5,5,6,5,5,0
P0150,election,controversial,TRUE,deceptive,2,2,5,2,2,0
P0150,great_wall,neutral,FALSE,accurate,7,7,4,1,1,0
P0150,gun_control,controversial,FALSE,accurate,4,4,6,4,4,0
P0150,lightning,neutral,FALSE,accurate,4,4,2,4,4,0
P0150,vaccines,controversial,FALSE,accurate,4,4,5,4,4,0
P0150,water_boil,neutral,TRUE,deceptive,7,7,7,7,7,0
P0151,bones,neutral,TRUE,accurate,5,6,5,5,6,1
P0151,climate,controversial,TRUE,accurate,6,6,4,6,6,0
P0151,election,controversial,TRUE,deceptive,4,2,1,4,2,-2
P0151,great_wall,neutral,FALSE,deceptive,1,5,1,7,3,-4
P0151,gun_control,controversial,FALSE,deceptive,2,2,2,6,6,0
P0151,lightning,neutral,FALSE,accurate,4,7,1,4,1,-3
P0151,vaccines,controversial,FALSE,deceptive,2,3,2,6,5,-1
P0151,water_boil,neutral,TRUE,accurate,7,7,6,7,7,0
P0152,bones,neutral,TRUE,accurate,7,7,6,7,7,0
P0152,climate,controversial,TRUE,deceptive,5,5,5,5,5,0
P0152,election,controversial,TRUE,deceptive,7,7,6,7,7,0
P0152,great_wall,neutral,FALSE,accurate,4,4,1,4,4,0
P0152,gun_control,controversial,FALSE,deceptive,4,4,4,4,4,0
P0152,lightning,neutral,FALSE,deceptive,1,1,4,7,7,0
P0152,vaccines,controversial,FALSE,deceptive,1,1,6,7,7,0
P0152,water_boil,neutral,TRUE,accurate,7,7,6,7,7,0
P0153,bones,neutral,TRUE,accurate,7,7,6,7,7,0
P0153,climate,controversial,TRUE,accurate,7,7,4,7,7,0
P0153,election,controversial,TRUE,accurate,3,4,2,3,4,1
P0153,great_wall,neutral,FALSE,accurate,5,5,4,3,3,0
P0153,gun_control,controversial,FALSE,deceptive,6,6,3,2,2,0
P0153,lightning,neutral,FALSE,accurate,1,1,3,7,7,0
P0153,vaccines,controversial,FALSE,accurate,1,1,4,7,7,0
P0153,water_boil,neutral,TRUE,accurate,5,6,3,5,6,1
P0154,bones,neutral,TRUE,deceptive,5,5,3,5,5,0
P0154,climate,controversial,TRUE,deceptive,6,2,1,6,2,-4
P0154,election,controversial,TRUE,accurate,2,3,3,2,3,1
P0154,great_wall,neutral,FALSE,accurate,1,6,3,7,2,-5
P0154,gun_control,controversial,FALSE,deceptive,6,3,4,2,5,3
P0154,lightning,neutral,FALSE,accurate,5,5,4,3,3,0
P0154,vaccines,controversial,FALSE,deceptive,6,3,4,2,5,3
P0154,water_boil,neutral,TRUE,deceptive,5,3,3,5,3,-2
